Index	QuestionId	AskerId	AskerName	AskerReputation	Tags	Is_answered	View_count	Accepted_Answer_id	Answer_count	QuestionScore	DateAsked	link	QuestionTitle	answer_id	AnswererId	AnswererName	AnswerererReputation	Is_answer_accepted	Answerer_Score	DateAnswered
149	58206062	7656080	siby	340	"['python', 'tensorflow', 'keras', 'eval']"	TRUE	28	58206155	1	1	1570035622	https://stackoverflow.com/questions/58206062/why-is-python-eval-returning-same-object-for-keras-regularizer	Why is Python eval returning same object for Keras regularizer?	58206155	10133797	OverLordGoldDragon	3570	TRUE	1	1570036095
150	58198180	9805238	Hagbard	553	"['python', 'tensorflow', 'windows-10']"	TRUE	82	58443987	1	1	1570006095	https://stackoverflow.com/questions/58198180/run-tensorflow-2-0-on-cpu-without-avx	Run TensorFlow 2.0 on CPU without AVX	58443987	1726125	Andre Abrantes	226	TRUE	1	1571373137
151	58195893	11694959	KScript	27	"['tensorflow', 'keras', 'gan']"	TRUE	33	58196123	1	1	1569995579	https://stackoverflow.com/questions/58195893/how-can-i-reduce-the-loss-rate-of-g-and-d-in-gan	How can I reduce the loss rate of G and D in GAN?	58196123	8784825	Ignacio Peletier	726	TRUE	1	1569997062
152	58180690	1009508	MNM	1287	"['python', 'tensorflow', 'keras']"	TRUE	45	58180881	1	1	1569917937	https://stackoverflow.com/questions/58180690/keras-model-gets-high-accuracy-in-training-and-validation-then-messes-up-on-conf	Keras Model gets high accuracy in training and validation then messes up on Confusion metric	58180881	12118774	Physicing	356	TRUE	1	1569918645
153	58641330	12302432	Sheldon Chan	8	"['tensorflow', 'keras', 'tpu']"	TRUE	12	58643712	1	1	1572517646	https://stackoverflow.com/questions/58641330/abortederror-session-902faae618c6a822-is-not-found	AbortedError: Session 902faae618c6a822 is not found	58643712	12235886	Hung Le	68	TRUE	0	1572526103
154	58605279	4189632	Erdnase	184	"['python-3.x', 'tensorflow', 'machine-learning']"	TRUE	43	58605509	2	1	1572343815	https://stackoverflow.com/questions/58605279/tensorflow-value-error-in-model-fit-how-to-fix	Tensorflow - Value Error in model.fit - How to fix	58605509	12094550	donglinjy	262	TRUE	0	1572344638
155	58605279	4189632	Erdnase	184	"['python-3.x', 'tensorflow', 'machine-learning']"	TRUE	43	58605509	2	1	1572343815	https://stackoverflow.com/questions/58605279/tensorflow-value-error-in-model-fit-how-to-fix	Tensorflow - Value Error in model.fit - How to fix	58605401	6303377	Dominique Paul	490	FALSE	0	1572344260
156	58591088	12285749	ecda_123	8	"['tensorflow', 'tensorflow-transform', 'tensorflow-data-validation']"	TRUE	24	58592418	1	1	1572266338	https://stackoverflow.com/questions/58591088/how-to-see-all-the-possible-options-for-schema-metadata-in-tensorflow	How to see all the possible options for schema metadata in tensorflow?	58592418	1782792	jdehesa	37080	TRUE	0	1572271665
157	58586581	7354198	Sanjeev Kumar	9	"['python', 'tensorflow']"	TRUE	29	58601771	1	1	1572244443	https://stackoverflow.com/questions/58586581/nd-time-giving-error-during-tensorflow-execution	"@nd time giving error,during TENSORFLOW execution"	58601771	5612363	Anwarvic	2510	TRUE	0	1572326247
158	58568566	10878733	Shubham Panchal	1745	"['python', 'tensorflow', 'tensorflow2.0']"	TRUE	22	58576890	1	1	1572071039	https://stackoverflow.com/questions/58568566/optimizer-apply-gradients-does-not-update-the-weights-in-tf-2-0	optimizer.apply_gradients does not update the weights in TF 2.0	58576890	10878733	Shubham Panchal	1745	TRUE	0	1572154675
159	58561927	12274735	ClockerDL	8	"['c++', 'macos', 'tensorflow', 'cmake']"	TRUE	73	58572098	1	1	1572018846	https://stackoverflow.com/questions/58561927/how-to-fix-ld-symbols-not-found-for-architecture-x86-64-using-c-cmake-an	"How to fix &quot;ld: symbol(s) not found for architecture x86_64&quot; using C++, CMake and Tensorflow?"	58572098	3987854	squareskittles	3217	TRUE	0	1572103321
160	54665842	6104563	Dick	315	"['python-3.x', 'numpy', 'tensorflow', 'anaconda']"	TRUE	21724	54708388	3	40	1550047420	https://stackoverflow.com/questions/54665842/when-importing-tensorflow-i-get-the-following-error-no-module-named-numpy-cor	"When importing tensorflow, I get the following error: No module named &#39;numpy.core._multiarray_umath&#39;"	56356627	6050100	Anurag Tumloor	16	FALSE	0	1559119968
161	54665842	6104563	Dick	315	"['python-3.x', 'numpy', 'tensorflow', 'anaconda']"	TRUE	21724	54708388	3	40	1550047420	https://stackoverflow.com/questions/54665842/when-importing-tensorflow-i-get-the-following-error-no-module-named-numpy-cor	"When importing tensorflow, I get the following error: No module named &#39;numpy.core._multiarray_umath&#39;"	56179177	7994269	Jorge Santos Neill	502	FALSE	1	1558063569
162	54665842	6104563	Dick	315	"['python-3.x', 'numpy', 'tensorflow', 'anaconda']"	TRUE	21724	54708388	3	40	1550047420	https://stackoverflow.com/questions/54665842/when-importing-tensorflow-i-get-the-following-error-no-module-named-numpy-cor	"When importing tensorflow, I get the following error: No module named &#39;numpy.core._multiarray_umath&#39;"	54708388	5403632	Modem Rakesh goud	804	TRUE	67	1550230191
163	55142951	8531952	Atul Kamble	176	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	22980	55143329	3	24	1552483399	https://stackoverflow.com/questions/55142951/tensorflow-2-0-attributeerror-module-tensorflow-has-no-attribute-session	Tensorflow 2.0 - AttributeError: module &#39;tensorflow&#39; has no attribute &#39;Session&#39;	58516620	238419	BlueRaja - Danny Pflughoeft	61779	FALSE	0	1571811717
164	55142951	8531952	Atul Kamble	176	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	22980	55143329	3	24	1552483399	https://stackoverflow.com/questions/55142951/tensorflow-2-0-attributeerror-module-tensorflow-has-no-attribute-session	Tensorflow 2.0 - AttributeError: module &#39;tensorflow&#39; has no attribute &#39;Session&#39;	55143329	648946	MPękalski	2630	TRUE	39	1552484528
165	55142951	8531952	Atul Kamble	176	"['python', 'tensorflow', 'keras', 'tensorflow2.0']"	TRUE	22980	55143329	3	24	1552483399	https://stackoverflow.com/questions/55142951/tensorflow-2-0-attributeerror-module-tensorflow-has-no-attribute-session	Tensorflow 2.0 - AttributeError: module &#39;tensorflow&#39; has no attribute &#39;Session&#39;	58386580	12217934	user12217934	1	FALSE	0	1571107919
166	57381430	11423611	Emilijus052	116	"['python', 'python-3.x', 'numpy', 'tensorflow', 'artificial-intelligence']"	TRUE	11698	57382914	5	22	1565113426	https://stackoverflow.com/questions/57381430/synonym-of-type-is-deprecated-in-a-future-version-of-numpy-it-will-be-underst	"&quot;synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / &#39;(1,)type&#39;.&quot; problem in TensorFlow"	58319636	8398247	Chandan Gupta	393	FALSE	2	1570699516
167	57381430	11423611	Emilijus052	116	"['python', 'python-3.x', 'numpy', 'tensorflow', 'artificial-intelligence']"	TRUE	11698	57382914	5	22	1565113426	https://stackoverflow.com/questions/57381430/synonym-of-type-is-deprecated-in-a-future-version-of-numpy-it-will-be-underst	"&quot;synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / &#39;(1,)type&#39;.&quot; problem in TensorFlow"	58478238	12248686	Sami_c137	11	FALSE	1	1571615415
168	57381430	11423611	Emilijus052	116	"['python', 'python-3.x', 'numpy', 'tensorflow', 'artificial-intelligence']"	TRUE	11698	57382914	5	22	1565113426	https://stackoverflow.com/questions/57381430/synonym-of-type-is-deprecated-in-a-future-version-of-numpy-it-will-be-underst	"&quot;synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / &#39;(1,)type&#39;.&quot; problem in TensorFlow"	57514105	992600	adhg	4432	FALSE	26	1565892047
169	57381430	11423611	Emilijus052	116	"['python', 'python-3.x', 'numpy', 'tensorflow', 'artificial-intelligence']"	TRUE	11698	57382914	5	22	1565113426	https://stackoverflow.com/questions/57381430/synonym-of-type-is-deprecated-in-a-future-version-of-numpy-it-will-be-underst	"&quot;synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / &#39;(1,)type&#39;.&quot; problem in TensorFlow"	57382914	5810950	Anubhav Singh	4156	TRUE	18	1565120286
170	57381430	11423611	Emilijus052	116	"['python', 'python-3.x', 'numpy', 'tensorflow', 'artificial-intelligence']"	TRUE	11698	57382914	5	22	1565113426	https://stackoverflow.com/questions/57381430/synonym-of-type-is-deprecated-in-a-future-version-of-numpy-it-will-be-underst	"&quot;synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / &#39;(1,)type&#39;.&quot; problem in TensorFlow"	57382739	901925	hpaulj	130731	FALSE	3	1565119472
171	54767816	245549	Roman	33367	"['python', 'tensorflow', 'lstm']"	TRUE	558	54866381	4	19	1550584138	https://stackoverflow.com/questions/54767816/how-exactly-does-lstmcell-from-tensorflow-operates	How exactly does LSTMCell from TensorFlow operates?	54877479	9110142	Satya	386	FALSE	2	1551147341
172	54767816	245549	Roman	33367	"['python', 'tensorflow', 'lstm']"	TRUE	558	54866381	4	19	1550584138	https://stackoverflow.com/questions/54767816/how-exactly-does-lstmcell-from-tensorflow-operates	How exactly does LSTMCell from TensorFlow operates?	54866381	10809912	Rifat Alptekin &#199;etin	1167	TRUE	4	1551098214
173	54767816	245549	Roman	33367	"['python', 'tensorflow', 'lstm']"	TRUE	558	54866381	4	19	1550584138	https://stackoverflow.com/questions/54767816/how-exactly-does-lstmcell-from-tensorflow-operates	How exactly does LSTMCell from TensorFlow operates?	54846729	8342910	seed	555	FALSE	4	1550959791
174	54767816	245549	Roman	33367	"['python', 'tensorflow', 'lstm']"	TRUE	558	54866381	4	19	1550584138	https://stackoverflow.com/questions/54767816/how-exactly-does-lstmcell-from-tensorflow-operates	How exactly does LSTMCell from TensorFlow operates?	54809394	6901690	Rubens_Zimbres	1937	FALSE	2	1550759253
175	57086301	9933449	user_6396	466	"['python', 'python-3.x', 'tensorflow', 'neural-network', 'tensorflow2.0']"	TRUE	718	57136842	3	18	1563416821	https://stackoverflow.com/questions/57086301/custom-neural-network-implementation-on-mnist-using-tensorflow-2-0	Custom Neural Network Implementation on MNIST using Tensorflow 2.0?	57136842	10886420	Szymon Maszke	5541	TRUE	17	1563741448
176	57086301	9933449	user_6396	466	"['python', 'python-3.x', 'tensorflow', 'neural-network', 'tensorflow2.0']"	TRUE	718	57136842	3	18	1563416821	https://stackoverflow.com/questions/57086301/custom-neural-network-implementation-on-mnist-using-tensorflow-2-0	Custom Neural Network Implementation on MNIST using Tensorflow 2.0?	57123319	10202729	Leevo	553	FALSE	3	1563614132
177	57086301	9933449	user_6396	466	"['python', 'python-3.x', 'tensorflow', 'neural-network', 'tensorflow2.0']"	TRUE	718	57136842	3	18	1563416821	https://stackoverflow.com/questions/57086301/custom-neural-network-implementation-on-mnist-using-tensorflow-2-0	Custom Neural Network Implementation on MNIST using Tensorflow 2.0?	57088397	2455494	Stewart_R	7404	FALSE	5	1563431830
178	54426123	7020624	Rodrigo Pereira	111	"['python', 'tensorflow', 'tensorflow-estimator']"	TRUE	524	54429884	2	18	1548781366	https://stackoverflow.com/questions/54426123/how-to-inform-class-weights-when-using-tensorflow-python-keras-estimator-model	How to inform class weights when using `tensorflow.python.keras.estimator.model_to_estimator` to convert Keras Models to Estimator API?	54428538	2641587	Dmytro Prylipko	2606	FALSE	0	1548790865
179	54426123	7020624	Rodrigo Pereira	111	"['python', 'tensorflow', 'tensorflow-estimator']"	TRUE	524	54429884	2	18	1548781366	https://stackoverflow.com/questions/54426123/how-to-inform-class-weights-when-using-tensorflow-python-keras-estimator-model	How to inform class weights when using `tensorflow.python.keras.estimator.model_to_estimator` to convert Keras Models to Estimator API?	54429884	7020624	Rodrigo Pereira	111	TRUE	2	1548797394
180	55531427	11277304	Sophie Crommelinck	260	"['python', 'tensorflow', 'machine-learning', 'keras', 'gpu']"	TRUE	2723	55709360	1	17	1554453581	https://stackoverflow.com/questions/55531427/how-to-define-max-queue-size-workers-and-use-multiprocessing-in-keras-fit-gener	"How to define max_queue_size, workers and use_multiprocessing in keras fit_generator()?"	55709360	11192099	a-d	451	TRUE	12	1555421291
181	54621746	7517192	Alex	1090	"['python', 'tensorflow', 'keras']"	TRUE	864	54680951	2	17	1549837708	https://stackoverflow.com/questions/54621746/training-a-tf-keras-model-with-a-basic-low-level-tensorflow-training-loop-doesn	Training a tf.keras model with a basic low-level TensorFlow training loop doesn&#39;t work	54680951	7517192	Alex	1090	TRUE	6	1550100041
182	54621746	7517192	Alex	1090	"['python', 'tensorflow', 'keras']"	TRUE	864	54680951	2	17	1549837708	https://stackoverflow.com/questions/54621746/training-a-tf-keras-model-with-a-basic-low-level-tensorflow-training-loop-doesn	Training a tf.keras model with a basic low-level TensorFlow training loop doesn&#39;t work	54687015	6246880	BiBi	2658	FALSE	0	1550136384
183	55235230	8104036	lenikhilsingh	171	"['python', 'tensorflow', 'keras', 'deep-learning']"	TRUE	8084	55235994	2	16	1552978696	https://stackoverflow.com/questions/55235230/tensorflow-please-use-rate-instead-of-keep-prob-rate-should-be-set-to-rat	tensorflow: Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`	56262468	9924439	xanjay	208	FALSE	8	1558547768
184	55235230	8104036	lenikhilsingh	171	"['python', 'tensorflow', 'keras', 'deep-learning']"	TRUE	8084	55235994	2	16	1552978696	https://stackoverflow.com/questions/55235230/tensorflow-please-use-rate-instead-of-keep-prob-rate-should-be-set-to-rat	tensorflow: Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`	55235994	7943474	Neb	1613	TRUE	6	1552982337
185	56211215	239879	Shamoon	11517	"['python', 'tensorflow', 'keras', 'neural-network', 'lstm']"	TRUE	296	56267348	1	14	1558293478	https://stackoverflow.com/questions/56211215/why-does-my-keras-lstm-model-get-stuck-in-an-infinite-loop	Why does my keras LSTM model get stuck in an infinite loop?	56267348	7454706	ASHu2	1383	TRUE	4	1558578837
186	54989442	4729764	GRS	464	"['tensorflow', 'keras', 'tf.keras']"	TRUE	1483	55937262	1	12	1551724428	https://stackoverflow.com/questions/54989442/rnn-in-tensorflow-vs-keras-depreciation-of-tf-nn-dynamic-rnn	"RNN in Tensorflow vs Keras, depreciation of tf.nn.dynamic_rnn()"	55937262	10923002	Alex Tomberg	56	TRUE	4	1556718352
187	54497130	5495381	sdcbr	4139	"['python', 'tensorflow', 'keras', 'deep-learning', 'python-imaging-library']"	TRUE	744	54497253	1	11	1549138632	https://stackoverflow.com/questions/54497130/inconsistency-between-image-resizing-with-keras-pil-and-tensorflow	Inconsistency between image resizing with Keras (PIL) and TensorFlow?	54497253	2891324	nessuno	18128	TRUE	9	1549139597
188	56229630	3757672	Markus	487	"['python', 'tensorflow', 'keras', 'generator', 'recurrent-neural-network']"	TRUE	476	56416231	1	11	1558398056	https://stackoverflow.com/questions/56229630/keras-fit-generator-how-does-batch-for-time-series-work	Keras fit_generator() - How does batch for time series work?	56416231	2099607	today	16852	TRUE	1	1559487910
189	54721703	3486308	user3486308	735	"['python', 'numpy', 'tensorflow', 'installation', 'windows-10']"	TRUE	8572	54721809	6	10	1550309643	https://stackoverflow.com/questions/54721703/modulenotfounderror-no-module-named-numpy-core-multiarray-umath-while-insta	ModuleNotFoundError: No module named &#39;numpy.core._multiarray_umath&#39; (While installing TensorFlow)	57372011	8089805	Rahul Soshte	37	FALSE	0	1565080553
190	54721703	3486308	user3486308	735	"['python', 'numpy', 'tensorflow', 'installation', 'windows-10']"	TRUE	8572	54721809	6	10	1550309643	https://stackoverflow.com/questions/54721703/modulenotfounderror-no-module-named-numpy-core-multiarray-umath-while-insta	ModuleNotFoundError: No module named &#39;numpy.core._multiarray_umath&#39; (While installing TensorFlow)	55565967	4960010	Terminator17	438	FALSE	7	1554695178
191	54721703	3486308	user3486308	735	"['python', 'numpy', 'tensorflow', 'installation', 'windows-10']"	TRUE	8572	54721809	6	10	1550309643	https://stackoverflow.com/questions/54721703/modulenotfounderror-no-module-named-numpy-core-multiarray-umath-while-insta	ModuleNotFoundError: No module named &#39;numpy.core._multiarray_umath&#39; (While installing TensorFlow)	55510512	7120442	Urmay Shah	31	FALSE	1	1554364039
192	54721703	3486308	user3486308	735	"['python', 'numpy', 'tensorflow', 'installation', 'windows-10']"	TRUE	8572	54721809	6	10	1550309643	https://stackoverflow.com/questions/54721703/modulenotfounderror-no-module-named-numpy-core-multiarray-umath-while-insta	ModuleNotFoundError: No module named &#39;numpy.core._multiarray_umath&#39; (While installing TensorFlow)	54721829	8859876	aaaakshat	446	FALSE	0	1550310747
193	54721703	3486308	user3486308	735	"['python', 'numpy', 'tensorflow', 'installation', 'windows-10']"	TRUE	8572	54721809	6	10	1550309643	https://stackoverflow.com/questions/54721703/modulenotfounderror-no-module-named-numpy-core-multiarray-umath-while-insta	ModuleNotFoundError: No module named &#39;numpy.core._multiarray_umath&#39; (While installing TensorFlow)	54721809	3486308	user3486308	735	TRUE	13	1550310603
194	54820869	4948889	Jaffer Wilson	3307	"['python', 'tensorflow']"	TRUE	183	54824559	2	10	1550814857	https://stackoverflow.com/questions/54820869/calculating-percentage-of-number-with-tensorflow	Calculating percentage of number with Tensorflow	54824559	9396051	Amazing Things Around You	656	TRUE	2	1550829749
195	54820869	4948889	Jaffer Wilson	3307	"['python', 'tensorflow']"	TRUE	183	54824559	2	10	1550814857	https://stackoverflow.com/questions/54820869/calculating-percentage-of-number-with-tensorflow	Calculating percentage of number with Tensorflow	54821390	10878733	Shubham Panchal	1745	FALSE	6	1550817392
196	54050325	3259896	SantoshGupta7	1076	"['python', 'tensorflow', 'keras']"	TRUE	1151	54215447	2	10	1546677045	https://stackoverflow.com/questions/54050325/can-a-tensorflow-variable-be-trained-using-the-tensorflow-keras-functional-api-m	Can a Tensorflow variable be trained using the Tensorflow Keras functional API model? Can a Tensorflow operation be used in the functional API Model?	54215447	5884955	prosti	11685	TRUE	4	1547635882
197	54050325	3259896	SantoshGupta7	1076	"['python', 'tensorflow', 'keras']"	TRUE	1151	54215447	2	10	1546677045	https://stackoverflow.com/questions/54050325/can-a-tensorflow-variable-be-trained-using-the-tensorflow-keras-functional-api-m	Can a Tensorflow variable be trained using the Tensorflow Keras functional API model? Can a Tensorflow operation be used in the functional API Model?	54214813	1868775	Filipe Aleixo	1501	FALSE	1	1547633748
198	56961681	4790871	David Parks	15356	"['python', 'tensorflow', 'keras']"	TRUE	191	57048027	1	9	1562715420	https://stackoverflow.com/questions/56961681/when-training-gans-in-keras-are-multiple-passes-required-to-optimize-the-genera	"When training GANs in Keras, are multiple passes required to optimize the generator and discriminator?"	57048027	2097240	Daniel M&#246;ller	48772	TRUE	2	1563230889
199	55173766	10155767	Ben Mares	305	"['python', 'tensorflow', 'tensorboard']"	TRUE	378	55221619	1	9	1552608295	https://stackoverflow.com/questions/55173766/why-is-adamoptimizer-duplicated-in-my-graph	Why is AdamOptimizer duplicated in my graph?	55221619	1735003	P-Gn	14415	TRUE	2	1552912809
200	54194724	8039154	I-PING Ou	125	"['tensorflow', 'keras']"	TRUE	3006	57726937	2	8	1547539101	https://stackoverflow.com/questions/54194724/how-to-use-keras-layers-in-custom-keras-layer	How to use keras layers in custom keras layer	57726937	1790744	Alexander	66	TRUE	1	1567168775
201	54194724	8039154	I-PING Ou	125	"['tensorflow', 'keras']"	TRUE	3006	57726937	2	8	1547539101	https://stackoverflow.com/questions/54194724/how-to-use-keras-layers-in-custom-keras-layer	How to use keras layers in custom keras layer	54197775	7699696	Nicki Skafte	374	FALSE	11	1547551010
202	56299034	3016483	Illuminati0x5B	319	"['python', 'tensorflow', 'optimization', 'deep-learning', 'inference']"	TRUE	447	56451791	2	8	1558728957	https://stackoverflow.com/questions/56299034/how-to-implement-neural-network-pruning	How to implement neural network pruning?	56451791	3987085	gorjan	2870	TRUE	7	1559684977
203	56299034	3016483	Illuminati0x5B	319	"['python', 'tensorflow', 'optimization', 'deep-learning', 'inference']"	TRUE	447	56451791	2	8	1558728957	https://stackoverflow.com/questions/56299034/how-to-implement-neural-network-pruning	How to implement neural network pruning?	56299140	7943474	Neb	1613	FALSE	4	1558729480
204	54189142	1766088	asdf	336	"['python', 'tensorflow', 'machine-learning', 'keras']"	TRUE	670	54298123	2	8	1547499798	https://stackoverflow.com/questions/54189142/keras-network-producing-inverse-predictions	Keras network producing inverse predictions	54298123	604048	Andr&#233; C. Andersen	4714	TRUE	4	1548106831
205	54189142	1766088	asdf	336	"['python', 'tensorflow', 'machine-learning', 'keras']"	TRUE	670	54298123	2	8	1547499798	https://stackoverflow.com/questions/54189142/keras-network-producing-inverse-predictions	Keras network producing inverse predictions	54261656	9487195	tRosenflanz	426	FALSE	4	1547846939
206	56907971	9933449	user_6396	466	"['python', 'python-3.x', 'tensorflow']"	TRUE	396	56936811	1	8	1562352500	https://stackoverflow.com/questions/56907971/logistic-regression-using-tensorflow-2-0	Logistic Regression using Tensorflow 2.0?	56936811	10455493	KrisR89	1058	TRUE	6	1562595101
207	57234308	3504926	Paulo Ribeiro	85	"['tensorflow', 'quantization', 'tpu', 'google-coral']"	TRUE	610	58162918	4	8	1564246936	https://stackoverflow.com/questions/57234308/edge-tpu-compiler-error-quantized-dimension-must-be-in-range-0-1-was-3	"Edge TPU Compiler: ERROR: quantized_dimension must be in range [0, 1). Was 3"	58383492	6262757	Nam Vu	74	FALSE	0	1571084023
208	57234308	3504926	Paulo Ribeiro	85	"['tensorflow', 'quantization', 'tpu', 'google-coral']"	TRUE	610	58162918	4	8	1564246936	https://stackoverflow.com/questions/57234308/edge-tpu-compiler-error-quantized-dimension-must-be-in-range-0-1-was-3	"Edge TPU Compiler: ERROR: quantized_dimension must be in range [0, 1). Was 3"	58162918	1284889	MMH	955	TRUE	1	1569826808
209	57234308	3504926	Paulo Ribeiro	85	"['tensorflow', 'quantization', 'tpu', 'google-coral']"	TRUE	610	58162918	4	8	1564246936	https://stackoverflow.com/questions/57234308/edge-tpu-compiler-error-quantized-dimension-must-be-in-range-0-1-was-3	"Edge TPU Compiler: ERROR: quantized_dimension must be in range [0, 1). Was 3"	58082806	11966678	Hyungui Lim	39	FALSE	1	1569335998
210	57234308	3504926	Paulo Ribeiro	85	"['tensorflow', 'quantization', 'tpu', 'google-coral']"	TRUE	610	58162918	4	8	1564246936	https://stackoverflow.com/questions/57234308/edge-tpu-compiler-error-quantized-dimension-must-be-in-range-0-1-was-3	"Edge TPU Compiler: ERROR: quantized_dimension must be in range [0, 1). Was 3"	57653268	11966678	Hyungui Lim	39	FALSE	2	1566803466
211	56325746	1179925	mrgloom	6958	"['python', 'tensorflow', 'protocol-buffers']"	TRUE	279	56402929	2	8	1558958724	https://stackoverflow.com/questions/56325746/tensorflow-create-tf-nodedef-and-set-attributes	Tensorflow: create tf.NodeDef() and set attributes	56402929	1179925	mrgloom	6958	TRUE	2	1559348103
212	56325746	1179925	mrgloom	6958	"['python', 'tensorflow', 'protocol-buffers']"	TRUE	279	56402929	2	8	1558958724	https://stackoverflow.com/questions/56325746/tensorflow-create-tf-nodedef-and-set-attributes	Tensorflow: create tf.NodeDef() and set attributes	56396218	10397400	Bart	330	FALSE	1	1559309983
213	54559111	6898433	Mikolaj	622	"['python', 'tensorflow']"	TRUE	763	54770064	1	8	1549473376	https://stackoverflow.com/questions/54559111/different-results-while-training-with-cudnnlstm-compared-to-regular-lstmcell-in	Different results while training with CudnnLSTM compared to regular LSTMCell in Tensorflow	54770064	10886420	Szymon Maszke	5541	TRUE	3	1550591067
214	54689096	9222818	Sai Krishnadas	52	"['tensorflow', 'keras', 'pip', 'anaconda', 'gpu']"	TRUE	15818	54689291	4	7	1550142745	https://stackoverflow.com/questions/54689096/how-to-install-keras-with-gpu-support	How to install Keras with gpu support?	57649560	10819840	Sujoy Kumar Goswami	11	FALSE	1	1566765588
215	54689096	9222818	Sai Krishnadas	52	"['tensorflow', 'keras', 'pip', 'anaconda', 'gpu']"	TRUE	15818	54689291	4	7	1550142745	https://stackoverflow.com/questions/54689096/how-to-install-keras-with-gpu-support	How to install Keras with gpu support?	56081613	3385948	Sean McCarthy	752	FALSE	4	1557506084
216	54689096	9222818	Sai Krishnadas	52	"['tensorflow', 'keras', 'pip', 'anaconda', 'gpu']"	TRUE	15818	54689291	4	7	1550142745	https://stackoverflow.com/questions/54689096/how-to-install-keras-with-gpu-support	How to install Keras with gpu support?	54689291	4685471	desertnaut	26836	TRUE	8	1550143468
217	54689096	9222818	Sai Krishnadas	52	"['tensorflow', 'keras', 'pip', 'anaconda', 'gpu']"	TRUE	15818	54689291	4	7	1550142745	https://stackoverflow.com/questions/54689096/how-to-install-keras-with-gpu-support	How to install Keras with gpu support?	55752297	1577186	Gus Long	223	FALSE	10	1555614066
218	55170460	6835329	Ameer Taweel	444	"['python', 'tensorflow', 'machine-learning', 'keras', 'neural-network']"	TRUE	375	55203161	2	7	1552591204	https://stackoverflow.com/questions/55170460/neural-network-for-square-x2-approximation	Neural network for square (x^2) approximation	55170820	9703830	dedObed	755	FALSE	7	1552592576
219	55170460	6835329	Ameer Taweel	444	"['python', 'tensorflow', 'machine-learning', 'keras', 'neural-network']"	TRUE	375	55203161	2	7	1552591204	https://stackoverflow.com/questions/55170460/neural-network-for-square-x2-approximation	Neural network for square (x^2) approximation	55203161	4685471	desertnaut	26836	TRUE	4	1552787225
220	56657993	11667181	ILM91	138	"['python', 'tensorflow', 'machine-learning', 'keras']"	TRUE	539	56658149	1	7	1560898103	https://stackoverflow.com/questions/56657993/how-to-create-a-keras-layer-with-a-custom-gradient-in-tf2-0	How to create a keras layer with a custom gradient in TF2.0?	56658149	5668710	Djib2011	2012	TRUE	9	1560899338
221	55870127	10025471	&#214;mer &#199;iftci	47	['tensorflow']	TRUE	9909	55872941	4	7	1556290381	https://stackoverflow.com/questions/55870127/module-tensorflow-has-no-attribute-contrib	Module &#39;tensorflow&#39; has no attribute &#39;contrib&#39;	57630944	11968821	Pawan Kumar	1	FALSE	0	1566582624
222	55870127	10025471	&#214;mer &#199;iftci	47	['tensorflow']	TRUE	9909	55872941	4	7	1556290381	https://stackoverflow.com/questions/55870127/module-tensorflow-has-no-attribute-contrib	Module &#39;tensorflow&#39; has no attribute &#39;contrib&#39;	57629649	5838180	NeStack	158	FALSE	2	1566576016
223	55870127	10025471	&#214;mer &#199;iftci	47	['tensorflow']	TRUE	9909	55872941	4	7	1556290381	https://stackoverflow.com/questions/55870127/module-tensorflow-has-no-attribute-contrib	Module &#39;tensorflow&#39; has no attribute &#39;contrib&#39;	55879831	10025471	&#214;mer &#199;iftci	47	FALSE	0	1556362663
224	55870127	10025471	&#214;mer &#199;iftci	47	['tensorflow']	TRUE	9909	55872941	4	7	1556290381	https://stackoverflow.com/questions/55870127/module-tensorflow-has-no-attribute-contrib	Module &#39;tensorflow&#39; has no attribute &#39;contrib&#39;	55872941	11127923	mlneural03	221	TRUE	6	1556302219
225	54440859	9251158	miguelmorin	1337	"['tensorflow', 'google-colaboratory', 'tensorflow2.0']"	TRUE	939	54440944	1	7	1548851916	https://stackoverflow.com/questions/54440859/eager-execution-in-tensorflow-2	Eager execution in Tensorflow 2	54440944	5884955	prosti	11685	TRUE	6	1548852242
226	55007886	3601960	joshwa	312	"['python', 'tensorflow', 'tensorflow-serving']"	TRUE	244	55161668	1	7	1551804917	https://stackoverflow.com/questions/55007886/save-a-model-for-tensorflow-serving-with-api-endpoint-mapped-to-certain-method-u	Save a model for TensorFlow Serving with api endpoint mapped to certain method using SignatureDefs?	55161668	3214872	GPhilo	8546	TRUE	3	1552563834
227	54129098	2942412	Pranjal	335	"['python', 'tensorflow']"	TRUE	615	54216210	3	7	1547124516	https://stackoverflow.com/questions/54129098/getting-wrong-prediction-after-loading-a-saved-model	Getting wrong prediction after loading a saved model	58332439	353308	Kevin D.	692	FALSE	0	1570750949
