Index,QuestionId,AskerId,AskerName,QuestionTitle,answer_id,AnswererId
270,54586412,2904830,Elliot Robert,"Executing tensorflow python3 on remote server, subprocess can&#39;t interpret all of tensorflows input args. ImportError: No module named &#39;scripts&#39;",54640799,2904830
271,55224016,3468778,Amin Merati,ImportError: libcublas.so.10.0: cannot open shared object file: No such file or director,57193223,86294
272,55224016,3468778,Amin Merati,ImportError: libcublas.so.10.0: cannot open shared object file: No such file or director,56625572,10443041
273,55224016,3468778,Amin Merati,ImportError: libcublas.so.10.0: cannot open shared object file: No such file or director,55989946,5440132
274,55224016,3468778,Amin Merati,ImportError: libcublas.so.10.0: cannot open shared object file: No such file or director,55782472,3355803
275,55224016,3468778,Amin Merati,ImportError: libcublas.so.10.0: cannot open shared object file: No such file or director,55238537,3468778
276,54814113,4183914,lin,Invalid format string Tensorboard,54997112,8491761
277,54814113,4183914,lin,Invalid format string Tensorboard,54897238,11122636
278,54029556,8217561,Con,How to fix &quot;RuntimeError: Missing implementation that supports: loader&quot; when calling hub.text_embedding_column method?,54074674,3343339
279,55261785,9557357,Alda,NVidia drivers stopped working on AWS EC2 instance with Ubuntu 16.04 and Tesla K80 GPU,55388082,5150690
280,55261785,9557357,Alda,NVidia drivers stopped working on AWS EC2 instance with Ubuntu 16.04 and Tesla K80 GPU,55263365,11232572
281,57518057,226526,Kristopher Ives,How can I convert an image from pixels to one-hot encodings?,57568704,5140223
282,57518057,226526,Kristopher Ives,How can I convert an image from pixels to one-hot encodings?,57563310,1190882
283,56382500,373655,rob,Calculate recall for each class after each epoch in Tensorflow 2,56485026,423926
284,56382500,373655,rob,Calculate recall for each class after each epoch in Tensorflow 2,56461830,1735003
285,56382500,373655,rob,Calculate recall for each class after each epoch in Tensorflow 2,56382882,2154440
286,56357851,11210476,Alex,What is the difference between TF 2.0 Alpha and TF nightly preview?,56358348,2891324
287,55496289,10724050,Alice,How to fix &quot;AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;&quot;?,56427511,10651990
288,55496289,10724050,Alice,How to fix &quot;AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;&quot;?,55497342,10724050
289,55496289,10724050,Alice,How to fix &quot;AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;&quot;?,55496390,9032957
290,55081911,10595337,Tawej,Tensorflow 2.0.0-alpha0: tf.logging.set_verbosity,55086116,5154274
291,55081911,10595337,Tawej,Tensorflow 2.0.0-alpha0: tf.logging.set_verbosity,55082119,5786339
292,56961856,11762082,Javier,How to write to TensorBoard in TensorFlow 2,56961915,5668710
293,56690089,9820369,Colin Steidtmann,How to graph tf.keras model in Tensorflow-2.0?,56698035,2891324
294,56690089,9820369,Colin Steidtmann,How to graph tf.keras model in Tensorflow-2.0?,56690364,4909087
295,56276627,8244247,Joseph Budin,How to raise an exception for a tensorflow out of memory error,56276956,8150685
296,54823475,9744785,ptamas90,Tensorflow Object Detection - Convert .pb file to tflite,54862759,7699679
297,56195865,4561745,PrasannaDate,Tensorflow Placeholders vs Tensorflow Constants vs Numpy Arrays,56197481,9393102
298,56195865,4561745,PrasannaDate,Tensorflow Placeholders vs Tensorflow Constants vs Numpy Arrays,56196298,867889
299,54888445,11118883,Bekaert L,How can i use tensorflow object detection to only detect persons?,54929080,1621414
300,54196469,4948889,Jaffer Wilson,Tensorflow predict the class of output,54240210,5495381
301,55917327,1439305,h22,Why does TensorFlow recommends the &quot;functional style for constructing operations&quot;?,55917645,817643
302,57704771,880783,bers,Inputs to eager execution function cannot be Keras symbolic tensors,57707690,880783
303,56963060,1217998,Souradeep Nanda,Keras: What is the difference between model and layers?,56964960,349130
304,56963060,1217998,Souradeep Nanda,Keras: What is the difference between model and layers?,56964033,367273
305,56801148,5116025,Orest Xherija,Unexpected results with CuDNNLSTM (instead of LSTM) layer,56911404,7454706
306,56684040,8531487,Sai Raghuram Kaligotla,Does TensorFlow.js use the GPU for computations?,56684875,2455494
307,55924331,4352606,Tai Christian,How to apply Guided BackProp in Tensorflow 2.0?,56039605,8346078
308,55210684,5748367,Bobson Dugnutt,Feature-wise scaling and shifting (FiLM layer) in Keras,55220399,5748367
309,55141076,7169491,himanshurawlani,How to apply data augmentation in TensorFlow 2.0 after tfds.load(),55598136,10886420
310,54025104,7886651,I. A,How to retrieve examples from multiple tfrecords in tensorflow while using initializable iterator,54082831,7886651
311,57581670,7934786,sariii,how can I get top smallest tensor values based on a condition in tensorflow,57583348,8380272
312,55650121,9163366,cnash,How to implement a custom keras layer that only keeps the top n values and zeros out all the rest?,55651144,5154274
313,55434004,2366849,Adam Hodgson,Create a custom federated data set in TensorFlow Federated,55462901,14692
314,55133700,5865579,jason,How to transfer the following tensorflow code into pytorch,55191819,7805917
315,54805568,10922166,Mob,Too Much Memory Issue with Semantic Image Segmentation NN (DeepLabV3+),54924192,10951310
316,54374956,3987085,gorjan,Tensorflow: Replicating dynamic_rnn behaviour with raw_rnn,54382598,1803124
317,57827274,11731187,ElPapi42,Keras Autoencoder: Tying Weights from Encoder To Decoder not working,57833267,5140223
318,57827274,11731187,ElPapi42,Keras Autoencoder: Tying Weights from Encoder To Decoder not working,57828731,9393102
319,56263870,11541245,Marcin Kozłowski,How to rewrite a tensorflow graph to use CPU for all operations,56269928,4462831
320,55181044,9636774,Utsav Patel,Keras Custom Layer: ValueError: An operation has `None` for gradient,55431517,9636774
321,55181044,9636774,Utsav Patel,Keras Custom Layer: ValueError: An operation has `None` for gradient,55198619,5786339
322,54912571,2965599,Andrew Cassidy,ML Engine Batch Prediction running on wrong python version,56343354,2965599
323,56689337,2544048,DrkStr,Quantization-aware training in Tensorflow using the highlevel keras api,56799631,10668553
324,55392100,8493740,polmonroig,Install Tensorflow 2.0 in conda enviroment,58591933,3017342
325,55392100,8493740,polmonroig,Install Tensorflow 2.0 in conda enviroment,58221449,5931672
326,55392100,8493740,polmonroig,Install Tensorflow 2.0 in conda enviroment,56604176,6394698
327,55392100,8493740,polmonroig,Install Tensorflow 2.0 in conda enviroment,55392567,10580541
328,55392100,8493740,polmonroig,Install Tensorflow 2.0 in conda enviroment,55392433,402079
329,55178230,433570,eugene,What is the difference between keras and tf.keras?,55178699,2891324
330,55178230,433570,eugene,What is the difference between keras and tf.keras?,55178567,3197668
331,57985406,11332292,Christophorus Reyhan,Cannot import name &#39;tf_utils&#39; when using importing keras,58521094,12262626
332,57985406,11332292,Christophorus Reyhan,Cannot import name &#39;tf_utils&#39; when using importing keras,57985905,11332292
333,55268762,9673730,Mark.F,How to accumulate gradients for large batch sizes in Keras,56946898,6055798
334,55268762,9673730,Mark.F,How to accumulate gradients for large batch sizes in Keras,55281501,9673730
335,54347963,2378622,HelpASisterOut,&#39;tf&#39; is not defined on load_model() - using lambda,57062863,7846405
336,54347963,2378622,HelpASisterOut,&#39;tf&#39; is not defined on load_model() - using lambda,54348035,5495381
337,54347963,2378622,HelpASisterOut,&#39;tf&#39; is not defined on load_model() - using lambda,54348075,6280540
338,54614299,139150,shantanuo,Tensor object has no attribute keras_shape,58628399,12226012
339,54614299,139150,shantanuo,Tensor object has no attribute keras_shape,54628352,10809912
340,54093424,7611029,tehtea,Why is TensorFlow Lite slower than TensorFlow on desktop?,54137730,606314
341,54231440,8038245,MachineLearningGod,Define custom LSTM Cell in Keras?,54231866,1462770
342,58001774,4790871,David Parks,Tensorflow get the default device name,58108256,9828197
343,58001774,4790871,David Parks,Tensorflow get the default device name,58157571,4790871
344,57438856,3736306,yuqli,tf.constant_initializer() vs tf.global_variables_initializer(),57440644,10400883
345,57438856,3736306,yuqli,tf.constant_initializer() vs tf.global_variables_initializer(),57441807,3987085
346,57438856,3736306,yuqli,tf.constant_initializer() vs tf.global_variables_initializer(),57440111,9393102
347,56557084,3041068,dontloo,"when restoring from a checkpoint, how can I change the data type of the parameters?",56664852,1782792
348,56006614,7766158,Nakeuh,Doing Multi-Label classification with BERT,56008069,5652313
349,55125977,6202519,Andrii Zymohliad,How to build TensorFlow Lite as a static library and link to it from a separate (CMake) project?,55144057,6202519
350,57488150,3616293,Arun,tensorflow warning for data types,57998742,3752281
351,57488150,3616293,Arun,tensorflow warning for data types,57488298,901925
352,56774103,3987085,gorjan,Dot product between two 3D tensors,56782131,901925
353,56774103,3987085,gorjan,Dot product between two 3D tensors,56774510,9274732
354,56774103,3987085,gorjan,Dot product between two 3D tensors,56774334,3275464
355,55627995,6510273,Florida Man,Keras2 ImageDataGenerator or TensorFlow tf.data?,55628807,9457030
356,55627995,6510273,Florida Man,Keras2 ImageDataGenerator or TensorFlow tf.data?,58231402,6117017
357,55627995,6510273,Florida Man,Keras2 ImageDataGenerator or TensorFlow tf.data?,55628241,5786339
358,55526797,5902558,Michael Bedford,TensorFlow object detection fails on Xamarin Android with a reshape issue,55612809,5902558
359,55303156,10249197,Jens Caasen,Keras h5 to Tensorflow serving in 2019?,55303277,3214872
360,54830869,1179925,mrgloom,Understanding tf.contrib.lite.TFLiteConverter quantization parameters,58096430,834565
361,54830869,1179925,mrgloom,Understanding tf.contrib.lite.TFLiteConverter quantization parameters,54918316,8049751
362,57349403,8100895,Jonathan,Different image dimensions during training and testing time for FCNs,57350483,1699075
363,57246091,3926152,CrazyBrazilian,How to cast int32 tensor to float32,57246186,3641067
364,55908329,4411131,o1-steve,Tensorflow - ValueError: Output tensors to a Model must be the output of a TensorFlow `Layer`,55909446,5154274
365,55532683,11303808,Emma,Why is TimeDistributed not needed in my Keras LSTM?,55533761,3584765
366,55431344,7248145,christk,Combine tf.keras.layers with Tensorflow low level API,55431562,5154274
367,57478698,290443,MikeRand,How can I make TensorFlow 2.0 handle piecewise gradients (e.g. across `tf.gather`)?,57479139,1782792
368,56896230,7850499,Maybe,Why would this dataset implementation run out of memory?,56897580,2455494
369,55577711,7156572,Sithling,Keras model.predict() slower on first iteration then gets faster,55577921,4297035
370,55455824,9662374,Th&#246;mi Mendelin,How to run TF object detection API model_main.py in evaluation mode only,55504908,8229032
371,55425811,9754177,MasterYoda,Implementing Intersection over Union Loss Using Tensorflow,55438598,5786339
372,54830126,1179925,mrgloom,What does &#39;quantization&#39; mean in interpreter.get_input_details()?,54902343,8049751
373,54575714,11028575,rsm,Combining Keras model.fit&#39;s `steps_per_epoch` with TensorFlow&#39;s Dataset API&#39;s `batch()`,54576279,1900721
374,54003848,2149707,Marumba,Custom loss function works even though dimensions mismatch,54005985,9883438
375,57846553,4028648,EmielBoss,TensorFlow: How can I inspect gradients and weights in eager execution?,57886724,5140223
376,57279754,11860666,albertNod,"What are the Tensorflow qint8, quint8, qint32, qint16, and quint16 datatypes?",57413676,11530462
377,56800910,11674382,Jeeva Bharathi,How to use trained BERT model checkpoints for prediction?,56818093,8893595
378,56800910,11674382,Jeeva Bharathi,How to use trained BERT model checkpoints for prediction?,56813001,11411463
379,55929960,8360375,ya9do,What is the best way to handle large data with Tensorflow.js and tf.Tensor?,55935943,5627599
380,55929960,8360375,ya9do,What is the best way to handle large data with Tensorflow.js and tf.Tensor?,55940423,5069957
381,55672644,4426009,Hamid Heydarian,"expected input_1 to have 3 dimensions, but got array with shape (3, 4)",56179512,3595278
382,55672644,4426009,Hamid Heydarian,"expected input_1 to have 3 dimensions, but got array with shape (3, 4)",55762386,4426009
383,55618892,3516936,Neo,"How to get number of rows, columns /dimensions of tensorflow.data.Dataset?",55620373,5154274
384,55457045,10710212,John Brown,Dropout layer directly in tensorflow: how to train?,55458070,5154274
385,55457045,10710212,John Brown,Dropout layer directly in tensorflow: how to train?,55457815,5786339
386,55375416,4844311,berkelem,Tensorflow model.fit() using a Dataset generator,55379910,4844311
387,55248631,2119562,yesman,Tensorflow can&#39;t assign a device for operation,55455490,4075155
388,55193860,3337089,Nagabhushan S N,Keras - LeakyReLU has no attribute name error when saving model,55194353,11065347
389,54606302,587021,A T,tf.data.Dataset from tf.keras.preprocessing.image.ImageDataGenerator.flow_from_directory?,54607040,2641587
390,54495686,2451763,Sparker0i,Obtain input_array and output_array items to convert model to tflite format,54499508,10878733
391,54284107,8917137,Noah,Where can I find the source code of tensorflow_lite_gpu?,54315586,10952155
392,54215981,10420509,Alberto Mart&#237;n,"tf.gradients(model.output, model.input) computes a different value each time I run it",54217911,7059474
393,54207324,10918873,llo14,"Writing this exotic NN architecture with keras, tensorflow and python",54221111,2097240
394,54165937,10712505,ml888,What exactly does tf.expand_dims do to a vector and why can results be added together even when matrix shapes are different?,54166798,7389608
395,54093950,1866775,Tobias Hermann,How to experiment with custom 2d-convolution kernels in Keras?,54095615,9883438
396,54093950,1866775,Tobias Hermann,How to experiment with custom 2d-convolution kernels in Keras?,54094836,1782792
397,57965732,7212365,zihaozhihao,Why are gradients incorrect for categorical crossentropy?,58403997,10133797
398,57851309,3504926,Paulo Ribeiro,Google Coral Edge TPU compiled model - Inference always almost the same,57931622,9867252
399,57350786,3674176,hichame.yessou,Correct Ranking Loss Implementation,57419121,5140223
400,56104861,9839954,Tina Liu,How can I validate the segment_ids argument of tf.unsorted_segments_max?,56105459,3767239
401,56069319,11478452,Daniel B.,"How to fix &quot;ValueError: Operands could not be broadcast together with shapes (2592,) (4,)&quot; in Tensorflow?",56070690,7389608
402,55648920,7560008,MerklT,Setting Keras Variables in Generator,55651130,423926
403,55421290,820833,andy,TensorFlow 2.0 Keras: How to write image summaries for TensorBoard,55754700,10886420
404,55421290,820833,andy,TensorFlow 2.0 Keras: How to write image summaries for TensorBoard,55719737,1471022
405,55220116,10285105,DeepLearner,Converting sparse tensor dense shape into an integer value in tensorflow,55220809,5154274
406,54822156,9328846,edn,tensorflow keras embedding lstm,54831550,5140223
407,54610806,7517192,Alex,tf.keras: Evaluating model.updates breaks when using a tf.data.Dataset as input,54836270,7517192
408,54520051,10322320,Val,Should I return dataset directly or should i use one_shot iterator instead?,54521758,9415153
409,54366838,6083655,ShellRox,Special function on feature maps of convolutional layer,54369774,9277245
410,54332316,5265527,Pierangelo Calanna,Running multiple tensorflow sessions subsequently,54333825,8593338
411,54332316,5265527,Pierangelo Calanna,Running multiple tensorflow sessions subsequently,54332470,1868775
412,54026623,10851981,Ralf S&#252;rig,AWS Sagemaker - ClientError: Data download failed,57010202,10824677
413,54026623,10851981,Ralf S&#252;rig,AWS Sagemaker - ClientError: Data download failed,56997160,10824677
414,54026623,10851981,Ralf S&#252;rig,AWS Sagemaker - ClientError: Data download failed,54100353,10392672
415,54026623,10851981,Ralf S&#252;rig,AWS Sagemaker - ClientError: Data download failed,54036391,4476294
416,57108959,5931672,Agustin Barrachina,How does tf.gradients manages non-holomorphic functions?,58098418,5931672
417,56910950,4790871,David Parks,Keras predict loop memory leak using tf.data.Dataset but not with a numpy array,56916421,4790871
418,55276696,8858832,Niteya Shah,Convert a variable sized numpy array to Tensorflow Tensors,56518152,472876
419,55276696,8858832,Niteya Shah,Convert a variable sized numpy array to Tensorflow Tensors,55299273,8858832
420,54652536,4166932,Matthew Conradie,"Keras (Tensorflow backend) Error - Tensor input_1:0, specified in either feed_devices or fetch_devices was not found in the Graph",54672965,4166932
421,55106805,6714608,ABCD,tf.loadModel is not a function,56083801,8860764
422,55106805,6714608,ABCD,tf.loadModel is not a function,55107561,5597718
423,55908188,1269281,bachr,This model has not yet been built error on model.summary(),57176122,8375120
424,55908188,1269281,bachr,This model has not yet been built error on model.summary(),55909624,5154274
425,55322754,867889,y.selivonchyk,How to do weight initialization by Xavier rule in Tensorflow 2.0?,55324360,2891324
426,55322754,867889,y.selivonchyk,How to do weight initialization by Xavier rule in Tensorflow 2.0?,55323065,3987085
427,55236063,11043686,Ayush Kushwaha,AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;,57791552,11708503
428,55236063,11043686,Ayush Kushwaha,AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;,57764121,11708503
429,55236063,11043686,Ayush Kushwaha,AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;,55887429,10353697
430,54913830,6197534,Glen E. Renner,what&#39;s the difference between &quot;import keras&quot; and &quot;import tensorflow.keras&quot;,54914559,5786339
431,54836522,2543622,user2543622,keras understanding Word Embedding Layer,54868404,2097240
432,54440226,5048010,Gianluca Micchi,Using TFRecords with keras,54440703,5495381
433,54440226,5048010,Gianluca Micchi,Using TFRecords with keras,54440635,2641587
434,56340158,9144990,mrzo,Select from a 3-dimensional array with a 2-dimensional array,56341613,7389608
435,56340158,9144990,mrzo,Select from a 3-dimensional array with a 2-dimensional array,56340250,9698684
436,56340158,9144990,mrzo,Select from a 3-dimensional array with a 2-dimensional array,56340373,1782792
437,56340158,9144990,mrzo,Select from a 3-dimensional array with a 2-dimensional array,56340303,11015427
438,55434653,1930737,Aviv Moshe Albeg,Batch Normalization doesn&#39;t have gradient in tensorflow 2.0?,55436103,9393102
439,55424906,8100895,Jonathan,Building SVM with tensorflow&#39;s LinearClassifier and Panda&#39;s Dataframes,55505963,423926
440,55424906,8100895,Jonathan,Building SVM with tensorflow&#39;s LinearClassifier and Panda&#39;s Dataframes,55473205,7985142
441,55324762,11037865,Rstynbl,The added layer must be an instance of class Layer. Found: &lt;tensorflow.python.keras.engine.input_layer.InputLayer object at 0x000001FA104CBB70&gt;,58191504,6036772
442,55324762,11037865,Rstynbl,The added layer must be an instance of class Layer. Found: &lt;tensorflow.python.keras.engine.input_layer.InputLayer object at 0x000001FA104CBB70&gt;,55325491,5597718
443,54775246,2230045,Spen,Slice every item except every nth,54775632,2956066
444,54775246,2230045,Spen,Slice every item except every nth,54775402,4983450
445,54775246,2230045,Spen,Slice every item except every nth,54775435,7077050
446,54577083,7374225,Max_Hasan,Cannot connect to X server GOOGLE COLAB,58355452,8497354
447,54577083,7374225,Max_Hasan,Cannot connect to X server GOOGLE COLAB,56800018,9481613
448,54577083,7374225,Max_Hasan,Cannot connect to X server GOOGLE COLAB,54579413,10953776
449,54519309,7248145,christk,Split .tfrecords file into many .tfrecords files,54519940,1782792
450,54145072,4729764,GRS,"Changing states of Keras stateful RNN model, layers and methods after creating an Estimator",54254570,10886420
451,54145072,4729764,GRS,"Changing states of Keras stateful RNN model, layers and methods after creating an Estimator",54214506,5884955
452,57662781,930254,MAltakrori,cannot install tensorflow-text using pip despite having tensorflow 2.0.0-beta1 installed,57663358,2650249
453,56615277,7212365,zihaozhihao,Why does this operation execute faster on CPU than GPU?,56616543,867889
454,56298564,2259468,EngrStudent,Autofilter for Time Series in Python/Keras using Conv1d,56498324,9794742
455,55780123,11006135,Bhushan Jagtap,Import tensorflow failed with Error no attribute &#39;HIDDEN_ATTRIBUTE&#39;,55786265,7114624
456,55780123,11006135,Bhushan Jagtap,Import tensorflow failed with Error no attribute &#39;HIDDEN_ATTRIBUTE&#39;,55953396,7569024
457,55780123,11006135,Bhushan Jagtap,Import tensorflow failed with Error no attribute &#39;HIDDEN_ATTRIBUTE&#39;,55811865,5287913
458,55645953,3084689,jaqqz,Shape of tensorflow dataset data in keras (tensorflow 2.0) is wrong after conversion from np array,55647075,2891324
459,54824768,1150683,Bram Vanroy,RNN model (GRU) of word2vec to regression not learning,54895171,10886420
460,54416322,10242641,mht,"expected ndim=3, found ndim=2",54416792,5825953
461,57891504,7327257,M. Merida-Floriano,Tensorflow: fill tensor inside a function,57891832,1782792
462,55834790,1654930,Phate,ImageDataGenerator: how to add the 4th dimension to a numpy array?,55836426,2956066
463,55834790,1654930,Phate,ImageDataGenerator: how to add the 4th dimension to a numpy array?,55834882,5154274
464,55764694,7469434,IonicSolutions,How to use gradient_override_map in Tensorflow 2.0?,55799378,3574081
465,55683348,8078072,Jingnan Lai,tf.keras.Model.predict and call return different result,55683915,10921263
466,55680101,11255365,qinlong,"tensorflow 2.0, when calling the function two variables given, but, when defining the function, there is no variables",55680232,9483495
467,55193486,10133610,WilliamsM,Tensorflow object detection next steps,55196020,1621414
468,55060736,583464,George,tensorflow 2 api regression tensorflow.python.framework.ops.EagerTensor&#39; object is not callable,55150833,2966061
469,55010794,239879,Shamoon,How can I compute class weights for an output that has 4 neurons with keras?,55102059,10886420
470,55010794,239879,Shamoon,How can I compute class weights for an output that has 4 neurons with keras?,55100676,2097240
471,55010794,239879,Shamoon,How can I compute class weights for an output that has 4 neurons with keras?,55070106,6901690
472,55010794,239879,Shamoon,How can I compute class weights for an output that has 4 neurons with keras?,55069764,366553
473,54865717,3861775,Samuel,Tensorflow: Crop largest central square region of image,54866162,9883438
474,54865717,3861775,Samuel,Tensorflow: Crop largest central square region of image,54866705,2641587
475,54865717,3861775,Samuel,Tensorflow: Crop largest central square region of image,54866398,1782792
476,54543510,5920668,I-was-a-Ki,Inplementation of LSTM in Keras,54546582,3302563
477,54543510,5920668,I-was-a-Ki,Inplementation of LSTM in Keras,54543738,3987085
478,54543510,5920668,I-was-a-Ki,Inplementation of LSTM in Keras,54543654,2161778
479,54479770,72583,Jakub Arnold,Is it ok to call `tape.watch(x)` when `x` is already a `tf.Variable` in TensorFlow?,54481232,1782792
480,54427551,4877104,maccN,How to preprocess training set for VGG16 fine tuning in Keras?,54427721,5495381
481,54232426,1492229,asmgx,cannot install tensorflow on anaconda,54233963,7730044
482,54232426,1492229,asmgx,cannot install tensorflow on anaconda,54233151,3572842
483,54196149,4850133,Nikita Makarov,How to use indices from tf.nn.top_k with tf.gather_nd?,54197366,1782792
484,54151981,1273987,Ziofil,Why does AdamOptimizer seem not apply the correct gradient?,54152233,5763590
485,54069363,2084944,Tik0,Output multiple losses added by add_loss in Keras,55025570,7405530
486,54069363,2084944,Tik0,Output multiple losses added by add_loss in Keras,54109533,2084944
487,58096095,12118244,RobGMSN,How does tf.audio.decode_wav get its contents?,58097046,5786339
488,57414387,11541912,Michaela,Meaning of tf.keras.layers.LSTM parameters,57422682,1699075
489,57318930,8946701,Abid Orucov,calculating the number of parameters of a GRU layer (Keras),57321065,7389608
490,56977277,11766668,kitty,Default Adam optimizer doesn&#39;t work in tf.keras but string `adam` does,56977650,5668710
491,56977277,11766668,kitty,Default Adam optimizer doesn&#39;t work in tf.keras but string `adam` does,56977623,5298937
492,56851298,9328846,edn,tensorboard - tensorflow.python.framework.errors_impl.NotFoundError:,56851524,9328846
493,56137353,9039646,DINA TAKLIT,"Cannot feed value of shape (100, 1) for Tensor &#39;input/Y:0&#39;, which has shape &#39;(?,)&#39;",56175272,9039646
494,55863106,10870968,Alex Deft,How to build this custom layer in Keras?,55865378,9565342
495,55863106,10870968,Alex Deft,How to build this custom layer in Keras?,55863568,349130
496,55829593,1587329,serv-inc,Convert output of retrain.py to tensorflow.js,56340746,1587329
497,55829593,1587329,serv-inc,Convert output of retrain.py to tensorflow.js,55830563,5069957
498,55734820,3236215,IVR,Running simple regression in base Tensorflow 2.0,55735643,5154274
499,55572607,10345968,peter bence,What is the difference between tf-nightly-gpu and tensorflow-gpu,55572687,453616
500,55569181,11277304,Sophie Crommelinck,Why is accuracy from fit_generator different to that from evaluate_generator in Keras?,56276963,9849170
501,55569181,11277304,Sophie Crommelinck,Why is accuracy from fit_generator different to that from evaluate_generator in Keras?,55574447,11277304
502,55569181,11277304,Sophie Crommelinck,Why is accuracy from fit_generator different to that from evaluate_generator in Keras?,55570856,8625500
503,55442053,1435046,beginh,"Keras custom layer not returning weights, unlike normal layer",55442663,5154274
504,55442053,1435046,beginh,"Keras custom layer not returning weights, unlike normal layer",55442298,5499527
505,55324643,433570,eugene,how to upgrade tensorflow after installing it using conda?,56693739,11390620
506,55281836,7540723,Hajdu G&#225;bor,Tensorflow with c++ per_process_gpu_memory_fraction not working,55337033,2604336
507,55181222,11190642,Yusuf Altıparmak,How to make tensorflow object detection faster-r cnn model work on Android?,55184293,2641587
508,55094952,10726895,pranav,Understanding Tensorflow control dependencies,55099970,1782792
509,55085487,82898,T.R.,"What is &quot;valency&quot;, with regards to machine learning?",55350042,2540707
510,54953856,2547172,Vaibhav,"Getting error &#39;File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 968, in _find_and_load&#39; while importing tensorflow",54953886,7131757
511,54540018,2243184,physicist,What does tensorflow&#39;s tables_initializer do?,54540460,1782792
512,54476186,4345719,johni07,Tensorflow / Keras mean image subtraction,54477107,2641587
513,54432394,6919063,Jacob B,Keras getting different results with set seed,54446073,5884955
514,54432394,6919063,Jacob B,Keras getting different results with set seed,54447439,6919063
515,54199284,4541944,Isaac,"Filter by index and flattened in numpy, like tf.sequence_mask",54199566,9698684
516,54199284,4541944,Isaac,"Filter by index and flattened in numpy, like tf.sequence_mask",54199509,4932316
517,54122837,9134476,Roshni Amber,Retrain a saved model in Keras that was trained using train_on_batch(),54125540,9134476
518,58001456,1917160,Artem Mavrin,TensorFlow Keras &#39;accuracy&#39; metric under the hood implementation,58001684,1917160
519,57999225,567620,ely,How to access sample weights in a Keras custom loss function supplied by a generator?,58599783,4867484
520,57999225,567620,ely,How to access sample weights in a Keras custom loss function supplied by a generator?,58002329,2097240
521,57925061,1519955,Pop,How can I reduce the number of CPUs used by Tensorlfow/Keras?,57933374,5597718
522,57925061,1519955,Pop,How can I reduce the number of CPUs used by Tensorlfow/Keras?,57926618,8234169
523,57786303,6878758,Kalpit,Custom metric for Semantic segmentation,58301761,6878758
524,57771706,12010696,Hans-Ulrich Rudel,Why is accuracy and loss staying exactly the same while training?,57775320,12010696
525,57771706,12010696,Hans-Ulrich Rudel,Why is accuracy and loss staying exactly the same while training?,57772330,8563649
526,57616698,3736306,yuqli,tensorflow pass numpy array to graph using placeholder vs tf.convert_to_tensor(),57625380,3987085
527,57616698,3736306,yuqli,tensorflow pass numpy array to graph using placeholder vs tf.convert_to_tensor(),57625264,10878733
528,57396212,5535604,Anton,SageMaker and TensorFlow 2.0,57796296,9074534
529,57396212,5535604,Anton,SageMaker and TensorFlow 2.0,57517194,11530462
530,57180479,3201721,VinceDMG,Tensorflow serving OOMKilled or Evicted pod with Kubernetes,57288305,3201721
531,56899105,4958717,dsalaj,How to use regularizer argument in tf.get_variable?,56899286,3214872
532,56898069,7655027,Hassam,How to use tensorflow-hub module with tensorflow-dataset api,56902653,2455494
533,56897557,1886357,eric,Tensorflow record: how to read and plot image values?,56932321,5140223
534,56897557,1886357,eric,Tensorflow record: how to read and plot image values?,56930307,11666391
535,56762433,1419123,pythOnometrist,Keras: Share a layer of weights across Training Examples (Not between layers),56773975,5118431
536,56762433,1419123,pythOnometrist,Keras: Share a layer of weights across Training Examples (Not between layers),56768563,5298937
537,56746191,1133286,solvingPuzzles,"Why are the matrices in BERT called Query, Key, and Value?",56819096,7059474
538,56690465,7886651,I. A,Is keras based on closures in python?,56691467,5668710
539,56690465,7886651,I. A,Is keras based on closures in python?,56693530,1440565
540,56616151,5113410,Douglas Rehm,Remove values from a tensor that are within a given range,56616210,4909087
541,56580538,4788501,Josef Korbel,TF keras API with TF dataset problem - steps_per_epoch argument problem,56755637,4788501
542,56575293,11640774,s0x,Validation loss is lower than training loss training LSTM,56575745,6117017
543,56438154,11597209,Playergod,Convert Keras model to C,56438210,11478354
544,56404956,5856770,viru,Adding consecutive elements across dimension in tensorflow,56411207,4255553
545,56340103,10929548,Newo,Does image file type matter in terms of accuracy or speed when training/evaluating in machine learning?,56341569,2455494
546,56168830,10168321,Xeyes,How to reduce a neural network output when a certain action isn&#39;t performable,56225354,5228890
547,55865891,1447953,Ben Farmer,Optimise function for many pseudodata realisations in TensorFlow 2,55923875,1447953
548,55771134,4727788,Ryan Lehmkuhl,Dynamic Activation Function in Keras,55772168,7389608
549,55727760,7105492,Claudio Davi,How fix &#39;The given object is not an Optimizer instance&#39; when using Tensorflow-2.0 tf.optimizers?,55747451,5154274
550,55727760,7105492,Claudio Davi,How fix &#39;The given object is not an Optimizer instance&#39; when using Tensorflow-2.0 tf.optimizers?,55734337,7105492
